# Tinf Tsup Run
1411061896 1411065462 oi18b000
1411065462 1411069028 oi18b000
1411069028 1411072594 oi18b000
1411072594 1411076160 oi18b000
1411076160 1411079726 oi18b000
1411079726 1411083292 oi18b000
1411083292 1411086858 oi18b000
1411086858 1411090424 oi18b000
1411090424 1411093990 oi18b000
1411093990 1411097556 oi18b000
1411097556 1411101122 oi18b000
1411101122 1411104688 oi18b000
1411104688 1411108254 oi18b000
1411112012 1411115142 oi19b000
1411115142 1411118273 oi19b000
1411118478 1411122024 oi19b001
1411122024 1411125571 oi19b001
1411125571 1411129117 oi19b001
1411129117 1411132664 oi19b001
1411132664 1411136211 oi19b001
1411136211 1411139757 oi19b001
1411139757 1411143304 oi19b001
1411143304 1411146850 oi19b001
1411146850 1411150397 oi19b001
1411150397 1411153944 oi19b001
1411153944 1411157490 oi19b001
1411157490 1411161037 oi19b001
1411161037 1411164584 oi19b001
1411164584 1411168130 oi19b001
1411168130 1411171677 oi19b001
1411171677 1411175223 oi19b001
1411175223 1411178770 oi19b001
1411178770 1411182317 oi19b001
1411182317 1411185863 oi19b001
1411185863 1411189410 oi19b001
1411189410 1411192957 oi19b001
1411199419 1411203050 oi20b000
1411203050 1411206681 oi20b000
1411206681 1411210313 oi20b000
1411210313 1411213944 oi20b000
1411213944 1411217576 oi20b000
1411217576 1411221207 oi20b000
1411221207 1411224839 oi20b000
1411224839 1411228470 oi20b000
1411228470 1411232101 oi20b000
1411232101 1411235733 oi20b000
1411235733 1411239364 oi20b000
1411239364 1411242996 oi20b000
1411242996 1411246627 oi20b000
1411246627 1411250259 oi20b000
1411250259 1411253890 oi20b000
1411253890 1411257521 oi20b000
1411257521 1411261153 oi20b000
1411261153 1411264784 oi20b000
1411264784 1411268416 oi20b000
1411268416 1411272047 oi20b000
1411272047 1411275679 oi20b000
1411275679 1411279310 oi20b000
1411279310 1411282942 oi20b000
1411285279 1411288798 oi21b000
1411288798 1411292318 oi21b000
1411292318 1411295837 oi21b000
1411295837 1411299357 oi21b000
1411299357 1411302876 oi21b000
1411302876 1411306396 oi21b000
1411306396 1411309915 oi21b000
1411309915 1411313435 oi21b000
1411313435 1411316954 oi21b000
1411316954 1411320474 oi21b000
1411320474 1411323993 oi21b000
1411323993 1411327513 oi21b000
1411327513 1411331032 oi21b000
1411331032 1411334552 oi21b000
1411334552 1411338071 oi21b000
1411338071 1411341591 oi21b000
1411341591 1411345110 oi21b000
1411345110 1411348630 oi21b000
1411348630 1411352149 oi21b000
1411352149 1411355669 oi21b000
1411355669 1411359188 oi21b000
1411359188 1411362708 oi21b000
1411366736 1411370266 oi22b000
1411370266 1411373797 oi22b000
1411373797 1411377328 oi22b000
1411377328 1411380859 oi22b000
1411380859 1411384390 oi22b000
1411384390 1411387920 oi22b000
1411387920 1411391451 oi22b000
1411391451 1411394982 oi22b000
1411394982 1411398513 oi22b000
1411398513 1411402044 oi22b000
1411402044 1411405575 oi22b000
1411405575 1411409105 oi22b000
1411409105 1411412636 oi22b000
1411412636 1411416167 oi22b000
1411416167 1411419698 oi22b000
1411419698 1411423229 oi22b000
1411423229 1411426760 oi22b000
1411426760 1411430290 oi22b000
1411430290 1411433821 oi22b000
1411433821 1411437352 oi22b000
1411437352 1411440883 oi22b000
1411440883 1411444414 oi22b000
1411444414 1411447945 oi22b000
1411452134 1411455448 oi23b000
1411455448 1411458762 oi23b000
1411458762 1411462076 oi23b000
1411462076 1411465391 oi23b000
1411465744 1411469357 oi23b001
1411469357 1411472971 oi23b001
1411472971 1411476585 oi23b001
1411476585 1411480198 oi23b001
1411480198 1411483812 oi23b001
1411483812 1411487426 oi23b001
1411487426 1411491039 oi23b001
1411491039 1411494653 oi23b001
1411494653 1411498267 oi23b001
1411498267 1411501880 oi23b001
1411501880 1411505494 oi23b001
1411505494 1411509108 oi23b001
1411509108 1411512721 oi23b001
1411512721 1411516335 oi23b001
1411516335 1411519949 oi23b001
1411519949 1411523562 oi23b001
1411523562 1411527176 oi23b001
1411527176 1411530790 oi23b001
1411530790 1411534404 oi23b001
1411538609 1411542275 oi24b000
1411542275 1411545941 oi24b000
1411545941 1411549607 oi24b000
1411549607 1411553273 oi24b000
1411553273 1411556940 oi24b000
1411556940 1411560606 oi24b000
1411560606 1411564272 oi24b000
1411564272 1411567938 oi24b000
1411567938 1411571605 oi24b000
1411571605 1411575271 oi24b000
1411575271 1411578937 oi24b000
1411578937 1411582603 oi24b000
1411582603 1411586270 oi24b000
1411586270 1411589936 oi24b000
1411589936 1411593602 oi24b000
1411593602 1411597268 oi24b000
1411597268 1411600935 oi24b000
1411600935 1411604601 oi24b000
1411604601 1411608267 oi24b000
1411608267 1411611933 oi24b000
1411611933 1411615600 oi24b000
1411619882 1411623449 oi25b000
1411623449 1411627016 oi25b000
1411627016 1411630583 oi25b000
1411630583 1411634150 oi25b000
1411634150 1411637717 oi25b000
1411637717 1411641284 oi25b000
1411641284 1411644851 oi25b000
1411644851 1411648418 oi25b000
1411648418 1411651985 oi25b000
1411651985 1411655552 oi25b000
1411655552 1411659119 oi25b000
1411659119 1411662686 oi25b000
1411662686 1411666253 oi25b000
1411666253 1411669820 oi25b000
1411669820 1411673387 oi25b000
1411673387 1411676954 oi25b000
1411676954 1411680521 oi25b000
1411680521 1411684088 oi25b000
1411684088 1411687655 oi25b000
1411687655 1411691222 oi25b000
1411691222 1411694789 oi25b000
1411694789 1411698356 oi25b000
1411698356 1411701923 oi25b000
1411706198 1411710183 oi26b000
1411710183 1411714168 oi26b000
1411714168 1411718153 oi26b000
1411718153 1411722138 oi26b000
1411744076 1411747744 oi26b001
1411747744 1411751413 oi26b001
1411751413 1411755082 oi26b001
1411755082 1411758750 oi26b001
1411758750 1411762419 oi26b001
1411762419 1411766088 oi26b001
1411766088 1411769756 oi26b001
1411769756 1411773425 oi26b001
1411773425 1411777094 oi26b001
1411777094 1411780762 oi26b001
1411780762 1411784431 oi26b001
1411784431 1411788100 oi26b001
1411788100 1411791768 oi26b001
1411791768 1411795437 oi26b001
1411795437 1411799106 oi26b001
1411803327 1411806901 oi27b000
1411806901 1411810475 oi27b000
1411810475 1411814050 oi27b000
1411814050 1411817624 oi27b000
1411817624 1411821198 oi27b000
1411821198 1411824773 oi27b000
1411824773 1411828347 oi27b000
1411828347 1411831922 oi27b000
1411831922 1411835496 oi27b000
1411835496 1411839070 oi27b000
1411839070 1411842645 oi27b000
1411842645 1411846219 oi27b000
1411846219 1411849794 oi27b000
1411849794 1411853368 oi27b000
1411853368 1411856942 oi27b000
1411856942 1411860517 oi27b000
1411860517 1411864091 oi27b000
1411864091 1411867666 oi27b000
1411867666 1411871240 oi27b000
1411871240 1411874814 oi27b000
1411874814 1411878389 oi27b000
1411878389 1411881963 oi27b000
1411881963 1411885538 oi27b000
1411889824 1411892656 oi28b000
1411892656 1411895489 oi28b000
1411895680 1411899228 oi28b001
1411899228 1411902776 oi28b001
1411902776 1411906324 oi28b001
1411906324 1411909872 oi28b001
1411909872 1411913420 oi28b001
1411913420 1411916968 oi28b001
1411916968 1411920516 oi28b001
1411920516 1411924064 oi28b001
1411924064 1411927612 oi28b001
1411927612 1411931160 oi28b001
1411931160 1411934708 oi28b001
1411934708 1411938256 oi28b001
1411938256 1411941804 oi28b001
1411941804 1411945352 oi28b001
1411945352 1411948900 oi28b001
1411948900 1411952448 oi28b001
1411952448 1411955996 oi28b001
1411955996 1411959544 oi28b001
1411959544 1411963092 oi28b001
1411963092 1411966640 oi28b001
1411966640 1411970188 oi28b001
1411970188 1411973736 oi28b001
1412006858 1412010340 oi29b002
1412010340 1412013823 oi29b002
1412013823 1412017305 oi29b002
1412017305 1412020788 oi29b002
1412020788 1412024270 oi29b002
1412024270 1412027753 oi29b002
1412027753 1412031236 oi29b002
1412031236 1412034718 oi29b002
1412034718 1412038201 oi29b002
1412038201 1412041683 oi29b002
1412041683 1412045166 oi29b002
1412045166 1412048648 oi29b002
1412048648 1412052131 oi29b002
1412052131 1412055614 oi29b002
1412059879 1412063743 oi30b000
1412063743 1412067608 oi30b000
1412067608 1412071472 oi30b000
1412071472 1412075337 oi30b000
1412075337 1412079201 oi30b000
1412079201 1412083066 oi30b000
1412083410 1412086958 oi30b001
1412086958 1412090507 oi30b001
1412090507 1412094056 oi30b001
1412094056 1412097605 oi30b001
1412097605 1412101154 oi30b001
1412101154 1412104703 oi30b001
1412104703 1412108252 oi30b001
1412108252 1412111801 oi30b001
1412111801 1412115350 oi30b001
1412115350 1412118899 oi30b001
1412118899 1412122448 oi30b001
1412122448 1412125997 oi30b001
1412125997 1412129546 oi30b001
1412129546 1412133095 oi30b001
1412133095 1412136644 oi30b001
1412136644 1412140193 oi30b001
1412140193 1412143742 oi30b001
1412143742 1412147291 oi30b001
1412147291 1412150840 oi30b001
1412262637 1412266282 oj02b007
1412266282 1412269928 oj02b007
1412269928 1412273574 oj02b007
1412273574 1412277220 oj02b007
1412277220 1412280866 oj02b007
1412280866 1412284512 oj02b007
1412284512 1412288158 oj02b007
1412288158 1412291804 oj02b007
1412291804 1412295450 oj02b007
1412295450 1412299096 oj02b007
1412299096 1412302742 oj02b007
1412302742 1412306388 oj02b007
1412306388 1412310034 oj02b007
1412310034 1412313680 oj02b007
1412313680 1412317326 oj02b007
1412317326 1412320972 oj02b007
1412320972 1412324618 oj02b007
1412324618 1412328264 oj02b007
1412328264 1412331910 oj02b007
1412331910 1412335556 oj02b007
1412335556 1412339202 oj02b007
1412344434 1412348127 oj03b000
1412348127 1412351821 oj03b000
1412351821 1412355515 oj03b000
1412355515 1412359209 oj03b000
1412359209 1412362903 oj03b000
1412362903 1412366597 oj03b000
1412366597 1412370291 oj03b000
1412370291 1412373985 oj03b000
1412373985 1412377679 oj03b000
1412377679 1412381372 oj03b000
1412381372 1412385066 oj03b000
1412385066 1412388760 oj03b000
1412388760 1412392454 oj03b000
1412392454 1412396148 oj03b000
1412396148 1412399842 oj03b000
1412399842 1412403536 oj03b000
1412403536 1412407230 oj03b000
1412407230 1412410924 oj03b000
1412410924 1412414618 oj03b000
1412420259 1412423749 oj04b000
1412423749 1412427239 oj04b000
1412427239 1412430729 oj04b000
1412430729 1412434220 oj04b000
1412434220 1412437710 oj04b000
1412437710 1412441200 oj04b000
1412441200 1412444691 oj04b000
1412445551 1412449245 oj04b001
1412449245 1412452940 oj04b001
1412452940 1412456635 oj04b001
1412456635 1412460329 oj04b001
1412460329 1412464024 oj04b001
1412464024 1412467719 oj04b001
1412467719 1412471414 oj04b001
1412471414 1412475108 oj04b001
1412475108 1412478803 oj04b001
1412478803 1412482498 oj04b001
1412482498 1412486192 oj04b001
1412486192 1412489887 oj04b001
1412489887 1412493582 oj04b001
1412493582 1412497277 oj04b001
1412500746 1412504429 oj05b000
1412504429 1412508112 oj05b000
1412508112 1412511796 oj05b000
1412511796 1412515479 oj05b000
1412515479 1412519163 oj05b000
1412519163 1412522846 oj05b000
1412522846 1412526530 oj05b000
1412526530 1412530213 oj05b000
1412530213 1412533897 oj05b000
1412533897 1412537580 oj05b000
1412537580 1412541264 oj05b000
1412541264 1412544947 oj05b000
1412544947 1412548631 oj05b000
1412548631 1412552314 oj05b000
1412552314 1412555998 oj05b000
1412555998 1412559681 oj05b000
1412559681 1412563365 oj05b000
1412563365 1412567048 oj05b000
1412567048 1412570732 oj05b000
1412570732 1412574415 oj05b000
1412574415 1412578099 oj05b000
1412600878 1412604532 oj06b000
1412604532 1412608187 oj06b000
1412608187 1412611842 oj06b000
1412611842 1412615496 oj06b000
1412615496 1412619151 oj06b000
1412619151 1412622806 oj06b000
1412622806 1412626461 oj06b000
1412626461 1412630115 oj06b000
1412630115 1412633770 oj06b000
1412633770 1412637425 oj06b000
1412637425 1412641080 oj06b000
1412641080 1412644734 oj06b000
1412644734 1412648389 oj06b000
1412648389 1412652044 oj06b000
1412652044 1412655699 oj06b000
1412655699 1412659353 oj06b000
1412659353 1412663008 oj06b000
1412663008 1412666663 oj06b000
1412666663 1412670318 oj06b000
1412676414 1412680095 oj07b000
1412680095 1412683777 oj07b000
1412683777 1412687459 oj07b000
1412687459 1412691140 oj07b000
1412691140 1412694822 oj07b000
1412694822 1412698504 oj07b000
1412698504 1412702185 oj07b000
1412702185 1412705867 oj07b000
1412705867 1412709549 oj07b000
1412709549 1412713230 oj07b000
1412713230 1412716912 oj07b000
1412716912 1412720594 oj07b000
1412720594 1412724275 oj07b000
1412724275 1412727957 oj07b000
1412727957 1412731639 oj07b000
1412731639 1412735320 oj07b000
1412735320 1412739002 oj07b000
1412739002 1412742684 oj07b000
1412742684 1412746365 oj07b000
1412746365 1412750047 oj07b000
1412750047 1412753729 oj07b000
1412753729 1412757411 oj07b000
1412761352 1412765007 oj08b000
1412765007 1412768662 oj08b000
1412768662 1412772317 oj08b000
1412772317 1412775972 oj08b000
1412775972 1412779627 oj08b000
1412779627 1412783282 oj08b000
1412783282 1412786937 oj08b000
1412786937 1412790592 oj08b000
1412790592 1412794247 oj08b000
1412794247 1412797902 oj08b000
1412797902 1412801558 oj08b000
1412801558 1412805213 oj08b000
1412805213 1412808868 oj08b000
1412808868 1412812523 oj08b000
1412812523 1412816178 oj08b000
1412816178 1412819833 oj08b000
1412819833 1412823488 oj08b000
1412823488 1412827143 oj08b000
1412827143 1412830798 oj08b000
1412830798 1412834453 oj08b000
1412834453 1412838108 oj08b000
1412838108 1412841764 oj08b000
1412849033 1412852620 oj09b000
1412852620 1412856207 oj09b000
1412856207 1412859794 oj09b000
1412859794 1412863382 oj09b000
1412863382 1412866969 oj09b000
1412866969 1412870556 oj09b000
1412870556 1412874143 oj09b000
1412874143 1412877731 oj09b000
1412877731 1412881318 oj09b000
1412881318 1412884905 oj09b000
1412884905 1412888492 oj09b000
1412888492 1412892080 oj09b000
1412892080 1412895667 oj09b000
1412895667 1412899254 oj09b000
1412899254 1412902841 oj09b000
1412902841 1412906429 oj09b000
1412906429 1412910016 oj09b000
1412910016 1412913603 oj09b000
1412913603 1412917190 oj09b000
1412917190 1412920778 oj09b000
1412920778 1412924365 oj09b000
1412924365 1412927952 oj09b000
1412927952 1412931540 oj09b000
1412935827 1412939478 oj10b000
1412939478 1412943129 oj10b000
1412943129 1412946781 oj10b000
1412946781 1412950432 oj10b000
1412950432 1412954083 oj10b000
1412954083 1412957735 oj10b000
1412957735 1412961386 oj10b000
1412961386 1412965037 oj10b000
1412965037 1412968689 oj10b000
1412968689 1412972340 oj10b000
1412972340 1412975991 oj10b000
1412975991 1412979643 oj10b000
1412979643 1412983294 oj10b000
1412983294 1412986945 oj10b000
1412986945 1412990597 oj10b000
1412990597 1412994248 oj10b000
1412994248 1412997899 oj10b000
1412997899 1413001551 oj10b000
1413001551 1413005202 oj10b000
1413005202 1413008853 oj10b000
1413008853 1413012505 oj10b000
1413016231 1413019885 oj11b000
1413019885 1413023540 oj11b000
1413023540 1413027195 oj11b000
1413027195 1413030850 oj11b000
1413030850 1413034505 oj11b000
1413034505 1413038159 oj11b000
1413038159 1413041814 oj11b000
1413041814 1413045469 oj11b000
1413045469 1413049124 oj11b000
1413049124 1413052779 oj11b000
1413052779 1413056434 oj11b000
1413056434 1413060088 oj11b000
1413060088 1413063743 oj11b000
1413063743 1413067398 oj11b000
1413067398 1413071053 oj11b000
1413071053 1413074708 oj11b000
1413074708 1413078362 oj11b000
1413078362 1413082017 oj11b000
1413082017 1413085672 oj11b000
1413085672 1413089327 oj11b000
1413089327 1413092982 oj11b000
1413092982 1413096637 oj11b000
1413096637 1413100291 oj11b000
1413100291 1413103946 oj11b000
1413103946 1413107601 oj11b000
1413107601 1413111256 oj11b000
1413111256 1413114911 oj11b000
1413114911 1413118566 oj11b000
1413124505 1413128193 oj12b000
1413128193 1413131881 oj12b000
1413131881 1413135569 oj12b000
1413135569 1413139258 oj12b000
1413139258 1413142946 oj12b000
1413142946 1413146634 oj12b000
1413146634 1413150323 oj12b000
1413150323 1413154011 oj12b000
1413154011 1413157699 oj12b000
1413157699 1413161387 oj12b000
1413161387 1413165076 oj12b000
1413165076 1413168764 oj12b000
1413168764 1413172452 oj12b000
1413172452 1413176141 oj12b000
1413176141 1413179829 oj12b000
1413179829 1413183517 oj12b000
1413183517 1413187206 oj12b000
1413190895 1413194251 oj13b000
1413194251 1413197607 oj13b000
1413197607 1413200964 oj13b000
1413200964 1413204320 oj13b000
1413204320 1413207677 oj13b000
1413207677 1413211033 oj13b000
1413211033 1413214390 oj13b000
1413829105 1413832520 oj20b003
1414084395 1414087772 oj23b002
1414087772 1414091149 oj23b002
1414091149 1414094527 oj23b002
1414094527 1414097904 oj23b002
1414097904 1414101282 oj23b002
1414118164 1414121938 oj24b002
1414121938 1414125712 oj24b002
1414125712 1414129486 oj24b002
1414129486 1414133260 oj24b002
1414133260 1414137034 oj24b002
1414717782 1414721134 oj31b000
1414721134 1414724486 oj31b000
1414724486 1414727839 oj31b000
1414727839 1414731191 oj31b000
1414731191 1414734543 oj31b000
1414734543 1414737896 oj31b000
1414741308 1414744848 oj31b001
1414744848 1414748389 oj31b001
1414748389 1414751930 oj31b001
1414751930 1414755470 oj31b001
1414755470 1414759011 oj31b001
1414759011 1414762552 oj31b001
1414771785 1414775230 oj31b003
1414775230 1414778675 oj31b003
1414778675 1414782120 oj31b003
1414782120 1414785565 oj31b003
1414785565 1414789010 oj31b003
1414799998 1414803471 ok01b000
1414803471 1414806944 ok01b000
1414806944 1414810418 ok01b000
1414810418 1414813891 ok01b000
1414813891 1414817364 ok01b000
1414817364 1414820838 ok01b000
1414820838 1414824311 ok01b000
1414824311 1414827785 ok01b000
1414828092 1414831812 ok01b001
1414831812 1414835533 ok01b001
1414835533 1414839253 ok01b001
1414839253 1414842974 ok01b001
1414842974 1414846695 ok01b001
1414846695 1414850415 ok01b001
1414850415 1414854136 ok01b001
1414854136 1414857857 ok01b001
1414861864 1414865415 ok01b002
1414865415 1414868966 ok01b002
1414868966 1414872518 ok01b002
1414872518 1414876069 ok01b002
1414876069 1414879621 ok01b002
1414879621 1414883172 ok01b002
1414883172 1414886724 ok01b002
1414886724 1414890275 ok01b002
1414890275 1414893827 ok01b002
1414893827 1414897378 ok01b002
1414897378 1414900930 ok01b002
1414900930 1414904481 ok01b002
1414904481 1414908033 ok01b002
1414908033 1414911584 ok01b002
1414911584 1414915136 ok01b002
1414915136 1414918687 ok01b002
1414918687 1414922239 ok01b002
1414927256 1414930924 ok02b000
1414930924 1414934593 ok02b000
1414934593 1414938261 ok02b000
1414938261 1414941930 ok02b000
1414941930 1414945599 ok02b000
1414945599 1414949267 ok02b000
1414949267 1414952936 ok02b000
1414952936 1414956605 ok02b000
1414956605 1414960273 ok02b000
1414960273 1414963942 ok02b000
1414963942 1414967611 ok02b000
1414967611 1414971279 ok02b000
1414971279 1414974948 ok02b000
1414974948 1414978617 ok02b000
1414978617 1414982285 ok02b000
1414982285 1414985954 ok02b000
1414985954 1414989623 ok02b000
1414989623 1414993291 ok02b000
1414993291 1414996960 ok02b000
1414996960 1415000629 ok02b000
1415000629 1415004297 ok02b000
1415004297 1415007966 ok02b000
1415007966 1415011635 ok02b000
1415018135 1415021471 ok03b000
1415021471 1415024808 ok03b000
1415024808 1415028145 ok03b000
1415028145 1415031482 ok03b000
1415031482 1415034819 ok03b000
1415034819 1415038156 ok03b000
1415038299 1415042017 ok03b001
1415042017 1415045735 ok03b001
1415045735 1415049454 ok03b001
1415049454 1415053172 ok03b001
1415053172 1415056891 ok03b001
1415056891 1415060609 ok03b001
1415060609 1415064328 ok03b001
1415064328 1415068046 ok03b001
1415068046 1415071764 ok03b001
1415071764 1415075483 ok03b001
1415075483 1415079201 ok03b001
1415079201 1415082920 ok03b001
1415082920 1415086638 ok03b001
1415086638 1415090357 ok03b001
1415090487 1415094055 ok04b000
1415094055 1415097624 ok04b000
1415100360 1415103944 ok04b001
1415103944 1415107528 ok04b001
1415107528 1415111113 ok04b001
1415111113 1415114697 ok04b001
1415114697 1415118281 ok04b001
1415118281 1415121866 ok04b001
1415121866 1415125450 ok04b001
1415125450 1415129034 ok04b001
1415129034 1415132619 ok04b001
1415132619 1415136203 ok04b001
1415136203 1415139788 ok04b001
1415139788 1415143372 ok04b001
1415143372 1415146956 ok04b001
1415146956 1415150541 ok04b001
1415150541 1415154125 ok04b001
1415154125 1415157709 ok04b001
1415157709 1415161294 ok04b001
1415161294 1415164878 ok04b001
1415164878 1415168462 ok04b001
1415168462 1415172047 ok04b001
1415172047 1415175631 ok04b001
1415175631 1415179216 ok04b001
1415198710 1415200029 ok05b000
1415214220 1415217870 ok05b001
1415217870 1415221520 ok05b001
1415221520 1415225170 ok05b001
1415225170 1415228820 ok05b001
1415228820 1415232471 ok05b001
1415232471 1415236121 ok05b001
1415236121 1415239771 ok05b001
1415239771 1415243421 ok05b001
1415243421 1415247072 ok05b001
1415247072 1415250722 ok05b001
1415250722 1415254372 ok05b001
1415254372 1415258022 ok05b001
1415258022 1415261673 ok05b001
1415261821 1415265341 ok06b000
1415265341 1415268862 ok06b000
1415268862 1415272382 ok06b000
1415272382 1415275903 ok06b000
1415275903 1415279423 ok06b000
1415279423 1415282944 ok06b000
1415287008 1415290584 ok06b001
1415290584 1415294160 ok06b001
1415294160 1415297737 ok06b001
1415297737 1415301313 ok06b001
1415301313 1415304890 ok06b001
1415304890 1415308466 ok06b001
1415308466 1415312042 ok06b001
1415312042 1415315619 ok06b001
1415315619 1415319195 ok06b001
1415319195 1415322772 ok06b001
1415322772 1415326348 ok06b001
1415326348 1415329924 ok06b001
1415329924 1415333501 ok06b001
1415333501 1415337077 ok06b001
1415337077 1415340654 ok06b001
1415340654 1415344230 ok06b001
1415344230 1415347806 ok06b001
1415347806 1415351383 ok06b001
1415351383 1415354959 ok06b001
1415354959 1415358536 ok06b001
1415363682 1415367227 ok07b000
1415367227 1415370773 ok07b000
1415370773 1415374319 ok07b000
1415374319 1415377865 ok07b000
1415377865 1415381411 ok07b000
1415381411 1415384957 ok07b000
1415384957 1415388502 ok07b000
1415388502 1415392048 ok07b000
1415392048 1415395594 ok07b000
1415395594 1415399140 ok07b000
1415399140 1415402686 ok07b000
1415402686 1415406232 ok07b000
1415406232 1415409777 ok07b000
1415409777 1415413323 ok07b000
1415413323 1415416869 ok07b000
1415416869 1415420415 ok07b000
1415420415 1415423961 ok07b000
1415423961 1415427507 ok07b000
1415431491 1415435088 ok08b000
1415435088 1415438686 ok08b000
1415438686 1415442284 ok08b000
1415442284 1415445881 ok08b000
1415445881 1415449479 ok08b000
1415449479 1415453077 ok08b000
1415453077 1415456675 ok08b000
1415456675 1415460272 ok08b000
1415460272 1415463870 ok08b000
1415463870 1415467468 ok08b000
1415467468 1415471066 ok08b000
1415471066 1415474663 ok08b000
1415474663 1415478261 ok08b000
1415478261 1415481859 ok08b000
1415481859 1415485457 ok08b000
1415485457 1415489054 ok08b000
1415489054 1415492652 ok08b000
1415492652 1415496250 ok08b000
1415496250 1415499848 ok08b000
1415499848 1415503445 ok08b000
1415503445 1415507043 ok08b000
1415507043 1415510641 ok08b000
1415510641 1415514239 ok08b000
1415518210 1415521878 ok09b000
1415521878 1415525546 ok09b000
1415525546 1415529214 ok09b000
1415529214 1415532882 ok09b000
1415532882 1415536550 ok09b000
1415536550 1415540218 ok09b000
1415540218 1415543886 ok09b000
1415543886 1415547554 ok09b000
1415547554 1415551222 ok09b000
1415551222 1415554890 ok09b000
1415554890 1415558558 ok09b000
1415558558 1415562227 ok09b000
1415562227 1415565895 ok09b000
1415565895 1415569563 ok09b000
1415569563 1415573231 ok09b000
1415573231 1415576899 ok09b000
1415576899 1415580567 ok09b000
1415580567 1415584235 ok09b000
1415584235 1415587903 ok09b000
1415587903 1415591571 ok09b000
1415591571 1415595239 ok09b000
1415595239 1415598907 ok09b000
1415598907 1415602575 ok09b000
1415602575 1415606244 ok09b000
1415656465 1415660047 ok10b002
1415660047 1415663629 ok10b002
1415663629 1415667211 ok10b002
1415667211 1415670793 ok10b002
1415670793 1415674376 ok10b002
1415674376 1415677958 ok10b002
1415677958 1415681540 ok10b002
1415681540 1415685122 ok10b002
1415685122 1415688705 ok10b002
1415692655 1415696318 ok11b000
1415696318 1415699982 ok11b000
1415699982 1415703646 ok11b000
1415703646 1415707310 ok11b000
1415707310 1415710973 ok11b000
1415710973 1415714637 ok11b000
1415714637 1415718301 ok11b000
1415718301 1415721965 ok11b000
1415721965 1415725628 ok11b000
1415725628 1415729292 ok11b000
1415729292 1415732956 ok11b000
1415732956 1415736620 ok11b000
1415736620 1415740284 ok11b000
1415740284 1415743947 ok11b000
1415743947 1415747611 ok11b000
1415747611 1415751275 ok11b000
1415751275 1415754939 ok11b000
1415754939 1415758602 ok11b000
1415758602 1415762266 ok11b000
1415762266 1415765930 ok11b000
1415765930 1415769594 ok11b000
1415769594 1415773258 ok11b000
1415778435 1415781852 ok12b000
1415781852 1415785270 ok12b000
1415785270 1415788687 ok12b000
1415788687 1415792105 ok12b000
1415792105 1415795523 ok12b000
1415795916 1415801228 ok12b001
1415828308 1415831971 ok12b002
1415831971 1415835635 ok12b002
1415835635 1415839299 ok12b002
1415839299 1415842963 ok12b002
1415842963 1415846627 ok12b002
1415846627 1415850290 ok12b002
1415850290 1415853954 ok12b002
1415853954 1415857618 ok12b002
1415857618 1415861282 ok12b002
1415861282 1415864946 ok12b002
1415864946 1415868610 ok12b002
1415868742 1415872267 ok13b000
1415872267 1415875792 ok13b000
1415875792 1415879317 ok13b000
1415879317 1415882842 ok13b000
1415882842 1415886368 ok13b000
1415916424 1415919998 ok13b001
1415919998 1415923572 ok13b001
1415923572 1415927146 ok13b001
1415927146 1415930720 ok13b001
1415930720 1415934294 ok13b001
1415934294 1415937868 ok13b001
1415937868 1415941442 ok13b001
1415941442 1415945016 ok13b001
1415945016 1415948590 ok13b001
1415948590 1415952164 ok13b001
1415952164 1415955738 ok13b001
1415955738 1415959312 ok13b001
1415959312 1415962886 ok13b001
1415962886 1415966460 ok13b001
1415966460 1415970034 ok13b001
1415970034 1415973608 ok13b001
1415973608 1415977183 ok13b001
1415980833 1415984265 ok14b000
1415984265 1415987698 ok14b000
1415987698 1415991131 ok14b000
1415991131 1415994564 ok14b000
1415994564 1415997997 ok14b000
1415997997 1416001430 ok14b000
1416810045 1416814102 ok24b002
1416814102 1416818160 ok24b002
1416941011 1416941249 ok25b045
1417170455 1417174031 ok28b000
1417174031 1417177607 ok28b000
1417177607 1417181184 ok28b000
1417181184 1417184760 ok28b000
1417184760 1417188336 ok28b000
1417188336 1417191913 ok28b000
1417191913 1417195489 ok28b000
1417195489 1417199066 ok28b000
1417199066 1417202642 ok28b000
1417202642 1417206218 ok28b000
1417206218 1417209795 ok28b000
1417209795 1417213371 ok28b000
1417213371 1417216948 ok28b000
1417216948 1417220524 ok28b000
1417220524 1417224100 ok28b000
1417224100 1417227677 ok28b000
1417227677 1417231253 ok28b000
1417231253 1417234830 ok28b000
1417234830 1417238406 ok28b000
1417238406 1417241982 ok28b000
1417241982 1417245559 ok28b000
1417245559 1417249135 ok28b000
1417249135 1417252712 ok28b000
1417257000 1417260611 ok29b000
1417260611 1417264223 ok29b000
1417264223 1417267835 ok29b000
1417267835 1417271447 ok29b000
1417271447 1417275059 ok29b000
1417275059 1417278671 ok29b000
1417278671 1417282282 ok29b000
1417282282 1417285894 ok29b000
1417285894 1417289506 ok29b000
1417289506 1417293118 ok29b000
1417293118 1417296730 ok29b000
1417296730 1417300342 ok29b000
1417301812 1417305368 ok29b002
1417305368 1417308924 ok29b002
1417308924 1417312480 ok29b002
1417312480 1417316036 ok29b002
1417316036 1417319592 ok29b002
1417319592 1417323148 ok29b002
1417323148 1417326704 ok29b002
1417326704 1417330260 ok29b002
1417330260 1417333816 ok29b002
1417333816 1417337372 ok29b002
